# Метеостанция Лондон / Сент-Джеймский парк, Великобритания, WMO_ID=3770, выборка с 01.01.2013 по 30.07.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=3770&lang=ru
#
"Местное время в Лондоне / Сент-Джеймском парке";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.01.2013 06:00";"9.9";"";"";"";"92";"";"";"";"";"";" ";"";"";"8.9";"";"";"";"";"";"";"";"8.7";"0.8";"12";"";"8.0";"";"";
"29.01.2013 03:00";"10.8";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"29.01.2013 03:00";"10.8";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"29.01.2013 00:00";"11.1";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"0.4";"6";"";"";"";"";
"29.01.2013 00:00";"11.1";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"0.4";"6";"";"";"";"";
"28.01.2013 21:00";"10.6";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"28.01.2013 21:00";"10.6";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"28.01.2013 18:00";"8.9";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"9.2";"";"";"";"";"";"";"7.7";"0.4";"12";"";"";"";"";
"28.01.2013 18:00";"8.9";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"9.2";"";"";"";"";"";"";"7.7";"0.4";"12";"";"";"";"";
"28.01.2013 15:00";"8.4";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"28.01.2013 15:00";"8.4";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"28.01.2013 12:00";"7.8";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"Осадков нет";"6";"";"";"";"";
"28.01.2013 12:00";"7.8";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"Осадков нет";"6";"";"";"";"";
"28.01.2013 09:00";"4.0";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"28.01.2013 09:00";"4.0";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"28.01.2013 06:00";"3.2";"";"";"";"88";"";"";"";"";"";" ";"";"";"3.2";"";"";"";"";"";"";"";"1.4";"Осадков нет";"12";"";"";"";"";
"28.01.2013 06:00";"3.2";"";"";"";"88";"";"";"";"";"";" ";"";"";"3.2";"";"";"";"";"";"";"";"1.4";"Осадков нет";"12";"";"0.0";"";"";
"28.01.2013 03:00";"4.9";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"28.01.2013 03:00";"4.9";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"28.01.2013 00:00";"4.7";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"Осадков нет";"6";"";"";"";"";
"28.01.2013 00:00";"4.7";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"Осадков нет";"6";"";"";"";"";
"27.01.2013 21:00";"6.0";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"27.01.2013 21:00";"6.0";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"27.01.2013 18:00";"5.8";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"10.5";"";"";"";"";"";"";"2.4";"0.6";"12";"";"";"";"";
"27.01.2013 18:00";"5.8";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"10.5";"";"";"";"";"";"";"2.4";"0.6";"12";"";"";"";"";
"27.01.2013 15:00";"9.5";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"27.01.2013 15:00";"9.5";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"27.01.2013 12:00";"9.7";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"0.6";"6";"";"";"";"";
"27.01.2013 12:00";"9.7";"";"";"";"58";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"0.6";"6";"";"";"";"";
"27.01.2013 09:00";"9.2";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"27.01.2013 09:00";"9.2";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"27.01.2013 06:00";"10.0";"";"";"";"94";"";"";"";"";"";" ";"";"";"6.6";"";"";"";"";"";"";"";"9.1";"2.0";"12";"";"";"";"";
"27.01.2013 06:00";"10.0";"";"";"";"94";"";"";"";"";"";" ";"";"";"6.6";"";"";"";"";"";"";"";"9.1";"2.0";"12";"";"4.0";"";"";
"27.01.2013 03:00";"8.5";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"27.01.2013 03:00";"8.5";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"27.01.2013 00:00";"8.0";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"1.0";"6";"";"";"";"";
"27.01.2013 00:00";"8.0";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"1.0";"6";"";"";"";"";
"26.01.2013 21:00";"7.8";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"26.01.2013 21:00";"7.8";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"26.01.2013 18:00";"6.7";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"8.1";"";"";"";"";"";"";"3.9";"0.2";"12";"";"";"";"";
"26.01.2013 18:00";"6.7";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"8.1";"";"";"";"";"";"";"3.9";"0.2";"12";"";"";"";"";
"26.01.2013 15:00";"7.5";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"26.01.2013 15:00";"7.5";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"26.01.2013 12:00";"7.3";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"0.2";"6";"";"";"";"";
"26.01.2013 12:00";"7.3";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"0.2";"6";"";"";"";"";
"26.01.2013 09:00";"2.8";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"26.01.2013 09:00";"2.8";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"26.01.2013 06:00";"3.1";"";"";"";"98";"";"";"";"";"";" ";"";"";"0.9";"";"";"";"";"";"";"";"2.8";"2.0";"12";"";"";"";"";
"26.01.2013 06:00";"3.1";"";"";"";"98";"";"";"";"";"";" ";"";"";"0.9";"";"";"";"";"";"";"";"2.8";"2.0";"12";"";"0.0";"";"";
"26.01.2013 03:00";"2.5";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"26.01.2013 03:00";"2.5";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"26.01.2013 00:00";"3.1";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"Осадков нет";"6";"";"";"";"";
"26.01.2013 00:00";"3.1";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"Осадков нет";"6";"";"";"";"";
"25.01.2013 21:00";"2.9";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"25.01.2013 21:00";"2.9";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"25.01.2013 18:00";"0.9";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"2.2";"";"";"";"";"";"";"-2.1";"Осадков нет";"12";"";"";"";"";
"25.01.2013 18:00";"0.9";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"2.2";"";"";"";"";"";"";"-2.1";"Осадков нет";"12";"";"";"";"";
"25.01.2013 15:00";"1.9";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"25.01.2013 15:00";"1.9";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"25.01.2013 12:00";"2.0";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"Осадков нет";"6";"";"";"";"";
"25.01.2013 12:00";"2.0";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"Осадков нет";"6";"";"";"";"";
"25.01.2013 09:00";"1.7";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"25.01.2013 09:00";"1.7";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"25.01.2013 06:00";"1.4";"";"";"";"71";"";"";"";"";"";" ";"";"";"-1.4";"";"";"";"";"";"";"";"-3.3";"Осадков нет";"12";"";"";"";"";
"25.01.2013 06:00";"1.4";"";"";"";"71";"";"";"";"";"";" ";"";"";"-1.4";"";"";"";"";"";"";"";"-3.3";"Осадков нет";"12";"";"-5.0";"";"";
"25.01.2013 03:00";"0.6";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"25.01.2013 03:00";"0.6";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"25.01.2013 00:00";"-0.4";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"Осадков нет";"6";"";"";"";"";
"25.01.2013 00:00";"-0.4";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"Осадков нет";"6";"";"";"";"";
"24.01.2013 21:00";"1.7";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"24.01.2013 21:00";"1.7";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"24.01.2013 18:00";"2.4";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"2.9";"";"";"";"";"";"";"-3.2";"Осадков нет";"12";"";"";"";"";
"24.01.2013 18:00";"2.4";"";"";"";"66";"";"";"";"";"";" ";"";"";"";"2.9";"";"";"";"";"";"";"-3.2";"Осадков нет";"12";"";"";"";"";
"24.01.2013 15:00";"2.8";"";"";"";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"24.01.2013 15:00";"2.8";"";"";"";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"24.01.2013 12:00";"2.2";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"6";"";"";"";"";
"24.01.2013 12:00";"2.2";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"6";"";"";"";"";
"24.01.2013 09:00";"2.0";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"24.01.2013 09:00";"2.0";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"24.01.2013 06:00";"1.9";"";"";"";"82";"";"";"";"";"";" ";"";"";"1.3";"";"";"";"";"";"";"";"-0.9";"0.2";"12";"";"";"";"";
"24.01.2013 06:00";"1.9";"";"";"";"82";"";"";"";"";"";" ";"";"";"1.3";"";"";"";"";"";"";"";"-0.9";"0.2";"12";"";"0.0";"";"";
"24.01.2013 03:00";"1.6";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"24.01.2013 03:00";"1.6";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"24.01.2013 00:00";"1.9";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"Осадков нет";"6";"";"";"";"";
"24.01.2013 00:00";"1.9";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"Осадков нет";"6";"";"";"";"";
"23.01.2013 21:00";"2.5";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"23.01.2013 21:00";"2.5";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"23.01.2013 18:00";"2.3";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"3.0";"";"";"";"";"";"";"-0.5";"0.6";"12";"";"";"";"";
"23.01.2013 18:00";"2.3";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"3.0";"";"";"";"";"";"";"-0.5";"0.6";"12";"";"";"";"";
"23.01.2013 15:00";"2.8";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"23.01.2013 15:00";"2.8";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"23.01.2013 12:00";"2.3";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"0.2";"6";"";"";"";"";
"23.01.2013 12:00";"2.3";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"0.2";"6";"";"";"";"";
"23.01.2013 09:00";"2.0";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"23.01.2013 09:00";"2.0";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"23.01.2013 06:00";"2.2";"";"";"";"83";"";"";"";"";"";" ";"";"";"2.1";"";"";"";"";"";"";"";"-0.4";"1.0";"12";"";"";"";"";
"23.01.2013 06:00";"2.2";"";"";"";"83";"";"";"";"";"";" ";"";"";"2.1";"";"";"";"";"";"";"";"-0.4";"1.0";"12";"";"1.0";"";"";
"23.01.2013 03:00";"2.5";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"23.01.2013 03:00";"2.5";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"23.01.2013 00:00";"3.2";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"0.8";"6";"";"";"";"";
"23.01.2013 00:00";"3.2";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"0.8";"6";"";"";"";"";
"22.01.2013 21:00";"3.0";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"22.01.2013 21:00";"3.0";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"22.01.2013 18:00";"3.1";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"3.1";"";"";"";"";"";"";"-1.2";"1.0";"12";"";"";"";"";
"22.01.2013 18:00";"3.1";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"3.1";"";"";"";"";"";"";"-1.2";"1.0";"12";"";"";"";"";
"22.01.2013 15:00";"2.9";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"22.01.2013 15:00";"2.9";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"22.01.2013 12:00";"2.3";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"0.2";"6";"";"";"";"";
"22.01.2013 12:00";"2.3";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"0.2";"6";"";"";"";"";
"22.01.2013 09:00";"-0.1";"";"";"";"99";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"22.01.2013 09:00";"-0.1";"";"";"";"99";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"22.01.2013 06:00";"-1.1";"";"";"";"96";"";"";"";"";"";" ";"";"";"-3.7";"";"";"";"";"";"";"";"-1.6";"Осадков нет";"12";"";"";"";"";
"22.01.2013 06:00";"-1.1";"";"";"";"96";"";"";"";"";"";" ";"";"";"-3.7";"";"";"";"";"";"";"";"-1.6";"Осадков нет";"12";"";"-4.0";"";"";
"22.01.2013 03:00";"-3.2";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"22.01.2013 03:00";"-3.2";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"22.01.2013 00:00";"-1.8";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"Осадков нет";"6";"";"";"";"";
"22.01.2013 00:00";"-1.8";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"Осадков нет";"6";"";"";"";"";
"21.01.2013 21:00";"-0.4";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"21.01.2013 21:00";"-0.4";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"21.01.2013 18:00";"-0.8";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"2.2";"";"";"";"";"";"";"-2.0";"3.0";"12";"";"";"";"";
"21.01.2013 18:00";"-0.8";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"2.2";"";"";"";"";"";"";"-2.0";"3.0";"12";"";"";"";"";
"21.01.2013 15:00";"1.4";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"21.01.2013 15:00";"1.4";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"21.01.2013 12:00";"1.2";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"0.4";"6";"";"";"";"";
"21.01.2013 12:00";"1.2";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"0.4";"6";"";"";"";"";
"21.01.2013 06:00";"-0.4";"";"";"";"95";"";"";"";"";"";" ";"";"";"-0.4";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"0.0";"";"";
"21.01.2013 06:00";"-0.4";"";"";"";"95";"";"";"";"";"";" ";"";"";"-0.4";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"21.01.2013 03:00";"-0.3";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"21.01.2013 03:00";"-0.3";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"21.01.2013 00:00";"-0.2";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"Осадков нет";"6";"";"";"";"";
"21.01.2013 00:00";"-0.2";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"Осадков нет";"6";"";"";"";"";
"20.01.2013 21:00";"-0.1";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"20.01.2013 21:00";"-0.1";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"20.01.2013 18:00";"0.1";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"0.2";"";"";"";"";"";"";"-0.3";"1.0";"12";"";"";"";"";
"20.01.2013 18:00";"0.1";"";"";"";"97";"";"";"";"";"";" ";"";"";"";"0.2";"";"";"";"";"";"";"-0.3";"1.0";"12";"";"";"";"";
"20.01.2013 15:00";"0.2";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"20.01.2013 15:00";"0.2";"";"";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"20.01.2013 12:00";"-0.3";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"6";"";"";"";"";
"20.01.2013 12:00";"-0.3";"";"";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"6";"";"";"";"";
"20.01.2013 09:00";"-0.9";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"20.01.2013 09:00";"-0.9";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"20.01.2013 06:00";"-0.6";"";"";"";"86";"";"";"";"";"";" ";"";"";"-0.7";"";"";"";"";"";"";"";"-2.7";"Осадков нет";"12";"";"";"";"";
"20.01.2013 06:00";"-0.6";"";"";"";"86";"";"";"";"";"";" ";"";"";"-0.7";"";"";"";"";"";"";"";"-2.7";"Осадков нет";"12";"";"-1.0";"";"";
"20.01.2013 03:00";"-0.2";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"20.01.2013 03:00";"-0.2";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"20.01.2013 00:00";"0.3";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.1";"Осадков нет";"6";"";"";"";"";
"20.01.2013 00:00";"0.3";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.1";"Осадков нет";"6";"";"";"";"";
"19.01.2013 21:00";"0.2";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"19.01.2013 21:00";"0.2";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"19.01.2013 18:00";"0.6";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"1.3";"";"";"";"";"";"";"-1.8";"1.0";"12";"";"";"";"";
"19.01.2013 18:00";"0.6";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"1.3";"";"";"";"";"";"";"-1.8";"1.0";"12";"";"";"";"";
"19.01.2013 15:00";"0.9";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"19.01.2013 15:00";"0.9";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"19.01.2013 12:00";"1.2";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"0.2";"6";"";"";"";"";
"19.01.2013 12:00";"1.2";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"0.2";"6";"";"";"";"";
"19.01.2013 09:00";"1.1";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"19.01.2013 09:00";"1.1";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"19.01.2013 06:00";"0.6";"";"";"";"90";"";"";"";"";"";" ";"";"";"-0.9";"";"";"";"";"";"";"";"-0.9";"Осадков нет";"12";"";"";"";"";
"19.01.2013 06:00";"0.6";"";"";"";"90";"";"";"";"";"";" ";"";"";"-0.9";"";"";"";"";"";"";"";"-0.9";"Осадков нет";"12";"";"-1.0";"";"";
"19.01.2013 03:00";"0.2";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"19.01.2013 03:00";"0.2";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"19.01.2013 00:00";"-0.3";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"Осадков нет";"6";"";"";"";"";
"19.01.2013 00:00";"-0.3";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"Осадков нет";"6";"";"";"";"";
"18.01.2013 21:00";"-0.2";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"";"";"";"";"";"";
"18.01.2013 21:00";"-0.2";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"";"";"";"";"";"";
"18.01.2013 18:00";"-0.9";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"0.0";"";"";"";"";"";"";"-2.6";"Осадков нет";"12";"";"";"";"";
"18.01.2013 18:00";"-0.9";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"0.0";"";"";"";"";"";"";"-2.6";"Осадков нет";"12";"";"";"";"";
