# Метеостанция Овруч, Украина, WMO_ID=33213, выборка с 01.01.2019 по 30.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=33213&lang=ru
#
"Местное время в Овруче";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.02.2019 14:00";"8.1";"";"";"";"54";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"19.02.2019 11:00";"3.1";"751.0";"";"";"66";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.02.2019 08:00";"-5.4";"753.0";"";"";"95";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.02.2019 05:00";"-4.7";"753.0";"";"";"89";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.02.2019 02:00";"-3.0";"";"";"";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"18.02.2019 23:00";"-2.3";"754.0";"";"";"79";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.02.2019 20:00";"-1.1";"754.0";"";"";"70";"";"0";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.02.2019 17:00";"4.7";"753.0";"";"";"82";"";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.02.2019 14:00";"5.9";"753.0";"";"";"68";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.02.2019 11:00";"1.5";"754.0";"";"";"76";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.02.2019 08:00";"-0.5";"753.0";"";"";"96";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.02.2019 05:00";"0.9";"";"";"";"94";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"18.02.2019 02:00";"3.0";"";"";"";"76";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"17.02.2019 23:00";"4.5";"";"";"";"71";"Ветер, дующий с северо-запада";"4";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.02.2019 20:00";"6.1";"749.0";"";"";"69";"";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.02.2019 17:00";"6.3";"";"";"";"66";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.02.2019 14:00";"7.3";"748.0";"";"";"61";"";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.02.2019 11:00";"6.1";"";"";"";"61";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.02.2019 08:00";"0.2";"";"";"";"92";"Ветер, дующий с юга";"1";"";"";"20–30%.";"Дымка. ";"";"";"-0.3";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"17.02.2019 05:00";"0.4";"750.0";"";"";"96";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.02.2019 02:00";"2.1";"";"";"";"96";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"16.02.2019 23:00";"2.5";"";"";"";"97";"Ветер, дующий с запада";"2";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.02.2019 20:00";"3.0";"";"";"";"93";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Дымка. ";"";"";"";"5.5";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"16.02.2019 17:00";"4.3";"753.0";"";"";"84";"";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.02.2019 14:00";"4.1";"";"";"";"90";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"16.02.2019 11:00";"2.3";"";"";"";"94";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.02.2019 08:00";"1.9";"";"";"";"92";"Ветер, дующий с запада";"2";"";"";"100%.";"Дымка. ";"";"";"1.8";"";"";"";"";"";"";"4.0";"";"Следы осадков";"12";"";"";"";"";
"16.02.2019 05:00";"2.4";"";"";"";"94";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.02.2019 02:00";"3.2";"";"";"";"93";"Ветер, дующий с запада";"2";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"15.02.2019 23:00";"3.3";"754.4";"770.2";"";"93";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дымка. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"2.3";"";"";"";"";"";"";
"15.02.2019 20:00";"2.8";"756.0";"";"";"97";"";"1";"";"";"";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.02.2019 17:00";"2.7";"756.0";"";"";"91";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.02.2019 14:00";"2.5";"757.0";"";"";"87";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.02.2019 11:00";"3.7";"";"";"";"73";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.02.2019 08:00";"0.1";"";"";"";"90";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";" ";"";"";"0.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"15.02.2019 05:00";"0.8";"";"";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.02.2019 02:00";"0.6";"";"";"";"96";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"14.02.2019 23:00";"0.7";"758.0";"";"";"96";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.02.2019 20:00";"1.0";"757.0";"";"";"92";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.02.2019 17:00";"2.4";"";"";"";"85";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.02.2019 14:00";"2.4";"755.0";"";"";"87";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.02.2019 11:00";"1.5";"754.0";"";"";"94";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.02.2019 08:00";"1.1";"753.0";"";"";"96";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.02.2019 05:00";"0.9";"751.0";"";"";"94";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.02.2019 02:00";"0.6";"750.0";"";"";"96";"";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.02.2019 23:00";"0.1";"749.0";"";"";"96";"";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.02.2019 20:00";"-1.1";"";"";"";"96";"Ветер, дующий с юга";"1";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"1.7";"";"";"";"";"";"4.0";"";"0.7";"12";"";"";"";"";
"13.02.2019 17:00";"0.9";"750.0";"";"";"85";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.02.2019 14:00";"1.6";"751.0";"";"";"80";"";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.02.2019 11:00";"0.5";"";"";"";"79";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.02.2019 08:00";"-0.6";"751.0";"";"";"59";"";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.02.2019 05:00";"-0.6";"749.0";"";"";"69";"";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.02.2019 02:00";"0.5";"";"";"";"79";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"12.02.2019 23:00";"0.9";"";"";"";"75";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.02.2019 20:00";"1.4";"745.0";"";"";"70";"";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.02.2019 17:00";"2.2";"743.0";"";"";"72";"";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.02.2019 14:00";"3.6";"742.0";"";"";"73";"";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.02.2019 11:00";"2.9";"";"";"";"88";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.02.2019 08:00";"1.2";"";"";"";"98";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"";"";"1.1";"";"";"";"";"";"";"1.0";"";"2.0";"12";"";"";"";"";
"12.02.2019 05:00";"1.5";"740.0";"";"";"98";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.02.2019 02:00";"1.3";"740.0";"";"";"96";"";"1";"";"";"";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.02.2019 23:00";"1.2";"739.6";"755.2";"";"97";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"0.7";"";"";"";"";"";"";
"11.02.2019 20:00";"2.4";"740.0";"";"";"86";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.02.2019 17:00";"2.5";"739.0";"";"";"77";"";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.02.2019 14:00";"2.1";"739.0";"";"";"81";"";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.02.2019 11:00";"0.7";"";"";"";"85";"Ветер, дующий с юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.02.2019 08:00";"0.5";"741.0";"";"";"86";"";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.02.2019 05:00";"0.3";"";"";"";"92";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"11.02.2019 02:00";"-0.7";"";"";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"10.02.2019 23:00";"-0.3";"";"";"";"88";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.02.2019 20:00";"2.1";"";"";"";"76";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"6.3";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"10.02.2019 17:00";"5.1";"";"";"";"58";"Ветер, дующий с юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.02.2019 14:00";"6.1";"746.0";"";"";"54";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.02.2019 11:00";"1.2";"747.0";"";"";"74";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.02.2019 08:00";"-2.3";"748.0";"";"";"87";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.02.2019 05:00";"-3.0";"748.0";"";"";"88";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.02.2019 02:00";"-3.8";"748.0";"";"";"85";"";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.02.2019 23:00";"-3.0";"";"";"";"79";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.02.2019 20:00";"-3.0";"749.0";"";"";"77";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.02.2019 17:00";"-1.5";"";"";"";"76";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.02.2019 14:00";"-0.7";"";"";"";"73";"Ветер, дующий с юга";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"09.02.2019 11:00";"-0.9";"751.0";"";"";"81";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.02.2019 08:00";"-4.0";"751.0";"";"";"96";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.02.2019 05:00";"-4.6";"751.0";"";"";"93";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.02.2019 02:00";"-3.4";"752.0";"";"";"90";"";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.02.2019 23:00";"-2.8";"";"";"";"89";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.02.2019 20:00";"-2.3";"";"";"";"83";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"4.0";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"08.02.2019 17:00";"1.6";"";"";"";"65";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.02.2019 14:00";"3.7";"752.0";"";"";"57";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.02.2019 11:00";"1.1";"752.0";"";"";"72";"";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.02.2019 08:00";"-3.8";"";"";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";"Дымка. ";"";"";"-3.9";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"08.02.2019 05:00";"-3.8";"";"";"";"92";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"08.02.2019 02:00";"-3.3";"";"";"";"88";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"07.02.2019 23:00";"-1.9";"";"";"";"84";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.02.2019 20:00";"-0.6";"752.0";"";"";"75";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.02.2019 17:00";"2.9";"752.0";"";"";"57";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.02.2019 14:00";"3.9";"753.0";"";"";"53";"";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.02.2019 11:00";"1.7";"";"";"";"73";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.02.2019 08:00";"-1.1";"754.0";"";"";"89";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.02.2019 05:00";"0.6";"753.6";"769.6";"";"90";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.8";"";"";"";"";"";"";
"07.02.2019 02:00";"0.4";"754.0";"";"";"86";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.02.2019 23:00";"0.9";"753.2";"769.1";"";"83";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.7";"";"";"";"";"";"";
"06.02.2019 20:00";"1.0";"753.0";"";"";"83";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.02.2019 17:00";"2.1";"753.0";"";"";"76";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.02.2019 14:00";"2.0";"753.0";"";"";"75";"";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.02.2019 11:00";"0.4";"";"";"";"92";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"06.02.2019 08:00";"-0.6";"";"";"";"98";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"";"";"-0.7";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"06.02.2019 05:00";"-0.7";"754.0";"";"";"96";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.02.2019 02:00";"-0.6";"";"";"";"96";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"Осадков нет";"6";"";"";"";"";
"05.02.2019 23:00";"-0.5";"756.0";"";"";"96";"";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.02.2019 20:00";"-0.4";"756.0";"";"";"90";"";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.02.2019 17:00";"-0.4";"757.0";"";"";"88";"";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.02.2019 14:00";"-0.5";"758.0";"";"";"83";"";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.02.2019 11:00";"-0.5";"759.0";"";"";"81";"";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.02.2019 08:00";"-0.5";"759.0";"";"";"84";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.02.2019 05:00";"0.2";"";"";"";"80";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 02:00";"0.6";"758.0";"";"";"79";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.02.2019 23:00";"1.3";"757.0";"";"";"76";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.02.2019 20:00";"2.1";"755.0";"";"";"75";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.02.2019 17:00";"2.9";"753.0";"";"";"77";"";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.02.2019 14:00";"7.8";"";"";"";"82";"Ветер, дующий с юга";"1";"";"";"20–30%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"04.02.2019 11:00";"3.9";"750.0";"";"";"99";"";"2";"";"";"";"Туман или ледяной туман. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.02.2019 08:00";"2.3";"748.0";"";"";"100";"";"2";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.02.2019 05:00";"2.7";"747.0";"";"";"100";"";"2";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.02.2019 02:00";"2.3";"747.0";"";"";"100";"";"2";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.02.2019 23:00";"2.3";"747.0";"";"";"100";"";"2";"";"";"";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.02.2019 20:00";"1.9";"747.0";"";"";"98";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.02.2019 17:00";"1.9";"747.0";"";"";"98";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.02.2019 14:00";"2.2";"747.0";"";"";"96";"";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.02.2019 11:00";"1.7";"747.0";"";"";"96";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.02.2019 08:00";"1.2";"";"";"";"98";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дымка. ";"";"";"0.8";"";"";"";"";"";"";"4.0";"";"Следы осадков";"12";"";"";"";"";
"03.02.2019 05:00";"0.9";"";"";"";"96";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.02.2019 02:00";"0.8";"746.0";"";"";"94";"";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.02.2019 23:00";"1.0";"746.0";"";"";"94";"";"4";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.02.2019 20:00";"1.2";"746.0";"";"";"96";"";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.02.2019 17:00";"1.3";"";"";"";"94";"Ветер, дующий с востока";"3";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.02.2019 14:00";"1.0";"746.0";"";"";"94";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.02.2019 11:00";"0.5";"746.0";"";"";"96";"";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.02.2019 08:00";"0.5";"746.0";"";"";"98";"";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.02.2019 05:00";"0.7";"";"";"";"98";"Ветер, дующий с востока";"1";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"02.02.2019 02:00";"1.2";"";"";"";"100";"Ветер, дующий с юго-востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"Осадков нет";"6";"";"";"";"";
"01.02.2019 23:00";"1.2";"";"";"";"100";"Ветер, дующий с востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";
"01.02.2019 20:00";"1.3";"745.0";"";"";"100";"";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
